,interest,vacancy,cpi,price,value,adj_price,adj_value,next_quarter
2015-03-21,3.78,7.1,235.976,205000.0,194802.106848246,86873.24134657762,82551.66069780232,93201.5467669793
2015-03-28,3.69,7.1,235.976,205685.0,194802.106848246,87163.52510424789,82551.66069780232,93622.32124448259
2015-04-04,3.7,6.8,236.222,211000.0,196005.79307195876,89322.7557128464,82975.24916051797,94524.31165295714
2015-04-11,3.66,6.8,236.222,205000.0,196005.79307195876,86782.7721380735,82975.24916051797,92213.71736810707
2015-04-18,3.67,6.8,236.222,210000.0,196005.79307195876,88899.42511705091,82975.24916051797,93221.9766924053
2015-04-25,3.65,6.8,236.222,208000.0,196005.79307195876,88052.76392545995,82975.24916051797,91163.44723862979
2015-05-02,3.68,6.8,236.222,212000.0,197237.08533068595,89746.08630864187,83496.49284600331,92423.77139400254
2015-05-09,3.8,6.8,237.001,210000.0,197237.08533068595,88607.22106657778,83222.04772582644,90533.66550016175
2015-05-16,3.85,6.8,237.001,214500.0,197237.08533068595,90505.94723229016,83222.04772582644,91583.94004192697
2015-05-23,3.84,6.8,237.001,215620.0,197237.08533068595,90978.51907797856,83222.04772582644,91373.88513357393
2015-05-30,3.87,6.8,237.001,220000.0,197237.08533068595,92826.61254593862,83222.04772582644,90323.6105918087
2015-06-06,3.87,6.8,237.657,217500.0,198067.24162817933,91518.44885696613,83341.64010661555,90527.07812276315
2015-06-13,4.04,6.8,237.657,220000.0,198067.24162817933,92570.38505072436,83341.64010661555,89263.90959081761
2015-06-20,4.0,6.8,237.657,221500.0,198067.24162817933,93201.5467669793,83341.64010661555,89895.49385679039
2015-06-27,4.02,6.8,237.657,222500.0,198067.24162817933,93622.32124448259,83341.64010661555,89474.4376794752
2015-07-04,4.08,7.3,238.034,225000.0,198576.60824370783,94524.31165295714,83423.63202051297,90016.951790454
2015-07-11,4.04,7.3,238.034,219500.0,198576.60824370783,92213.71736810707,83423.63202051297,87703.432001447
2015-07-18,4.09,7.3,238.034,221900.0,198576.60824370783,93221.9766924053,83423.63202051297,88334.39194390345
2015-07-25,4.04,7.3,238.034,217000.0,198576.60824370783,91163.44723862979,83423.63202051297,88292.32794773969
2015-08-01,3.98,7.3,238.034,220000.0,199286.17122793177,92423.77139400254,83721.72514343825,89596.31182881637
2015-08-08,3.91,7.3,238.033,215500.0,199286.17122793177,90533.66550016175,83722.07686662428,86968.57787468962
2015-08-15,3.94,7.3,238.033,218000.0,199286.17122793177,91583.94004192697,83722.07686662428,88228.99204678657
2015-08-22,3.93,7.3,238.033,217500.0,199286.17122793177,91373.88513357393,83722.07686662428,90539.75136229765
2015-08-29,3.84,7.3,238.033,215000.0,199286.17122793177,90323.6105918087,83722.07686662428,91446.87312048655
2015-09-05,3.89,7.3,237.498,215000.0,199866.38823755103,90527.07812276315,84154.97740509437,91478.41740234941
2015-09-12,3.9,7.3,237.498,212000.0,199866.38823755103,89263.90959081761,84154.97740509437,92487.83442196155
2015-09-19,3.91,7.3,237.498,213500.0,199866.38823755103,89895.49385679039,84154.97740509437,91478.41740234941
2015-09-26,3.86,7.3,237.498,212500.0,199866.38823755103,89474.4376794752,84154.97740509437,92109.30303960701
2015-10-03,3.85,7.0,237.733,214000.0,200386.719789308,90016.951790454,84290.66212486612,87102.14936125091
2015-10-10,3.76,7.0,237.733,208500.0,200386.719789308,87703.432001447,84290.66212486612,88364.49935199367
2015-10-17,3.82,7.0,237.733,210000.0,200386.719789308,88334.39194390345,84290.66212486612,87943.71602174609
2015-10-24,3.79,7.0,237.733,209900.0,200386.719789308,88292.32794773969,84290.66212486612,87522.9326914985
2015-10-31,3.76,7.0,237.733,213000.0,200386.719789308,89596.31182881637,84290.66212486612,85756.9016078471
2015-11-07,3.87,7.0,238.017,207000.0,201006.63630280088,86968.57787468962,84450.53769386257,85532.74682306939
2015-11-14,3.98,7.0,238.017,210000.0,201006.63630280088,88228.99204678657,84450.53769386257,86796.77756429704
2015-11-21,3.97,7.0,238.017,215500.0,201006.63630280088,90539.75136229765,84450.53769386257,88482.15188593387
2015-12-05,3.93,7.0,237.761,217425.0,202096.37925833723,91446.87312048655,84999.80201056406,88205.64516129032
2015-12-12,3.95,7.0,237.761,217500.0,202096.37925833723,91478.41740234941,84999.80201056406,88205.64516129032
2015-12-19,3.97,7.0,237.761,219900.0,202096.37925833723,92487.83442196155,84999.80201056406,88521.9254032258
2015-12-26,3.96,7.0,237.761,217500.0,202096.37925833723,91478.41740234941,84999.80201056406,90305.77956989247
2016-01-02,4.01,7.0,237.761,219000.0,202953.5807573755,92109.30303960701,85360.33275321667,91355.84677419355
2016-01-09,3.97,7.0,237.652,207000.0,202953.5807573755,87102.14936125091,85399.48359676145,89500.90379594297
2016-01-16,3.92,7.0,237.652,210000.0,202953.5807573755,88364.49935199367,85399.48359676145,90379.59429604339
2016-01-23,3.81,7.0,237.652,209000.0,202953.5807573755,87943.71602174609,85399.48359676145,91600.13724308764
2016-01-30,3.79,7.0,237.652,208000.0,202953.5807573755,87522.9326914985,85399.48359676145,92053.29048671086
2016-02-06,3.72,7.0,237.336,203532.0,204057.94143409524,85756.9016078471,85978.50365477434,91794.4372320575
2016-02-13,3.65,7.0,237.336,203000.0,204057.94143409524,85532.74682306939,85978.50365477434,91836.18095067145
2016-02-20,3.65,7.0,237.336,206000.0,204057.94143409524,86796.77756429704,85978.50365477434,93088.4925090897
2016-02-27,3.62,7.0,237.336,210000.0,204057.94143409524,88482.15188593387,85978.50365477434,93923.36688136854
2016-03-05,3.64,7.0,238.08,210000.0,205221.8602279707,88205.64516129032,86198.69801242049,94495.92460307547
2016-03-12,3.68,7.0,238.08,210000.0,205221.8602279707,88205.64516129032,86198.69801242049,93871.50219380406
2016-03-19,3.73,7.0,238.08,210753.0,205221.8602279707,88521.9254032258,86198.69801242049,95744.76942161833
2016-03-26,3.71,7.0,238.08,215000.0,205221.8602279707,90305.77956989247,86198.69801242049,95744.76942161833
2016-04-02,3.71,7.0,238.08,217500.0,206763.06786671243,91355.84677419355,86846.04665100489,97709.20232118623
2016-04-09,3.59,6.7,238.992,213900.0,206763.06786671243,89500.90379594297,86514.63976480905,94127.05486441123
2016-04-16,3.58,6.7,238.992,216000.0,206763.06786671243,90379.59429604339,86514.63976480905,95376.5290440273
2016-04-23,3.59,6.7,238.992,218917.0,206763.06786671243,91600.13724308764,86514.63976480905,94501.89711829605
2016-04-30,3.66,6.7,238.992,220000.0,206763.06786671243,92053.29048671086,86514.63976480905,94960.03765082195
2016-05-07,3.61,6.7,239.557,219900.0,208001.40615304653,91794.4372320575,86827.5216975695,93537.59171880523
2016-05-14,3.57,6.7,239.557,220000.0,208001.40615304653,91836.18095067145,86827.5216975695,93537.59171880523
2016-05-21,3.58,6.7,239.557,223000.0,208001.40615304653,93088.4925090897,86827.5216975695,94369.03697852793
2016-05-28,3.64,6.7,239.557,225000.0,208001.40615304653,93923.36688136854,86827.5216975695,94369.03697852793
2016-06-04,3.66,6.7,240.222,227000.0,209007.96433174104,94495.92460307547,87006.17109662772,93500.18243938037
2016-06-11,3.6,6.7,240.222,225500.0,209007.96433174104,93871.50219380406,87006.17109662772,92707.40040468372
2016-06-18,3.54,6.7,240.222,230000.0,209007.96433174104,95744.76942161833,87006.17109662772,93251.40146614921
2016-06-25,3.56,6.7,240.222,230000.0,209007.96433174104,95744.76942161833,87006.17109662772,92878.23000630246
2016-07-02,3.48,6.7,240.222,234719.0,209775.516309294,97709.20232118623,87325.68886667083,93292.86496168774
2016-07-09,3.41,6.8,240.101,226000.0,209775.516309294,94127.05486441123,87369.69704803146,91833.82214849777
2016-07-16,3.42,6.8,240.101,229000.0,209775.516309294,95376.5290440273,87369.69704803146,92247.48801403155
2016-07-23,3.45,6.8,240.101,226900.0,209775.516309294,94501.89711829605,87369.69704803146,92216.4630741165
2016-07-30,3.48,6.8,240.101,228000.0,209775.516309294,94960.03765082195,87369.69704803146,93074.81974509908
2016-08-06,3.43,6.8,240.545,225000.0,210378.2709774828,93537.59171880523,87459.00807644425,92138.86111409517
2016-08-13,3.45,6.8,240.545,225000.0,210378.2709774828,93537.59171880523,87459.00807644425,92552.03986348573
2016-08-20,3.43,6.8,240.545,227000.0,210378.2709774828,94369.03697852793,87459.00807644425,94204.75486104799
2016-08-27,3.43,6.8,240.545,227000.0,210378.2709774828,94369.03697852793,87459.00807644425,94173.60089351582
2016-09-03,3.46,6.8,241.176,225500.0,211109.81680978584,93500.18243938037,87533.50947431994,92731.11685357138
2016-09-10,3.44,6.8,241.176,223588.0,211109.81680978584,92707.40040468372,87533.50947431994,94750.5945094936
2016-09-17,3.5,6.8,241.176,224900.0,211109.81680978584,93251.40146614921,87533.50947431994,93761.46259638884
2016-09-24,3.48,6.8,241.176,224000.0,211109.81680978584,92878.23000630246,87533.50947431994,94173.60089351582
2016-10-01,3.42,6.8,241.176,225000.0,212021.1315384037,93292.86496168774,87911.37241616234,91331.51080790418
2016-10-08,3.42,6.9,241.741,222000.0,212021.1315384037,91833.82214849777,87705.90488928385,90715.79275751382
2016-10-15,3.47,6.9,241.741,223000.0,212021.1315384037,92247.48801403155,87705.90488928385,90305.31405725356
2016-10-22,3.52,6.9,241.741,222925.0,212021.1315384037,92216.4630741165,87705.90488928385,90305.31405725356
2016-10-29,3.47,6.9,241.741,225000.0,212021.1315384037,93074.81974509908,87705.90488928385,90161.71733481964
2016-11-05,3.54,6.9,242.026,223000.0,213048.798904202,92138.86111409517,88027.23629039938,88932.23937116301
2016-11-12,3.57,6.9,242.026,224000.0,213048.798904202,92552.03986348573,88027.23629039938,90981.36931059072
2016-11-19,3.94,6.9,242.026,228000.0,213048.798904202,94204.75486104799,88027.23629039938,90546.95376343204
2016-12-03,4.08,6.9,242.637,228500.0,214003.0912542478,94173.60089351582,88198.86960943624,92809.11223000345
2016-12-10,4.13,6.9,242.637,225000.0,214003.0912542478,92731.11685357138,88198.86960943624,91228.90459711675
2016-12-17,4.16,6.9,242.637,229900.0,214003.0912542478,94750.5945094936,88198.86960943624,92253.94846899448
2016-12-24,4.3,6.9,242.637,227500.0,214003.0912542478,93761.46259638884,88198.86960943624,92253.94846899448
2016-12-31,4.32,6.9,242.637,228500.0,214003.0912542478,94173.60089351582,88198.86960943624,94338.88770439374
2017-01-07,4.2,7.0,243.618,222500.0,214994.9688214092,91331.51080790418,88250.85536430361,93368.76978455565
2017-01-14,4.12,7.0,243.618,221000.0,214994.9688214092,90715.79275751382,88250.85536430361,94187.79408091141
2017-01-21,4.09,7.0,243.618,220000.0,214994.9688214092,90305.31405725356,88250.85536430361,93164.01371046671
2017-01-28,4.19,7.0,243.618,220000.0,214994.9688214092,90305.31405725356,88250.85536430361,96235.35482180079
2017-02-04,4.19,7.0,244.006,220000.0,216371.42348395265,90161.71733481964,88674.63237951224,94260.74982377338
2017-02-11,4.17,7.0,244.006,217000.0,216371.42348395265,88932.23937116301,88674.63237951224,94260.74982377338
2017-02-18,4.15,7.0,244.006,222000.0,216371.42348395265,90981.36931059072,88674.63237951224,96309.8965590728
2017-02-25,4.16,7.0,244.006,220940.0,216371.42348395265,90546.95376343204,88674.63237951224,97539.38460025245
2017-03-04,4.1,7.0,243.892,226354.0,217991.4368965148,92809.11223000345,89380.31460503617,98294.99146062261
2017-03-11,4.21,7.0,243.892,222500.0,217991.4368965148,91228.90459711675,89380.31460503617,98294.99146062261
2017-03-18,4.3,7.0,243.892,225000.0,217991.4368965148,92253.94846899448,89380.31460503617,99318.89762167077
2017-03-25,4.23,7.0,243.892,225000.0,217991.4368965148,92253.94846899448,89380.31460503617,98294.99146062261
2017-04-01,4.14,7.0,243.892,230085.0,219763.2291038185,94338.88770439374,90106.78050277111,102349.6598583733
2017-04-08,4.1,7.3,244.193,228000.0,219763.2291038185,93368.76978455565,89995.71204081136,97362.05336488661
2017-04-15,4.08,7.3,244.193,230000.0,219763.2291038185,94187.79408091141,89995.71204081136,98304.55734657697
2017-04-22,3.97,7.3,244.193,227500.0,219763.2291038185,93164.01371046671,89995.71204081136,98262.79565842214
2017-04-29,4.03,7.3,244.193,235000.0,219763.2291038185,96235.35482180079,89995.71204081136,98467.50981604385
2017-05-06,4.02,7.3,244.004,230000.0,221176.2824314631,94260.74982377338,90644.53141401907,97478.21015323249
2017-05-13,4.05,7.3,244.004,230000.0,221176.2824314631,94260.74982377338,90644.53141401907,97478.21015323249
2017-05-20,4.02,7.3,244.004,235000.0,221176.2824314631,96309.8965590728,90644.53141401907,97886.06877312048
2017-05-27,3.95,7.3,244.004,238000.0,221176.2824314631,97539.38460025245,90644.53141401907,97682.13946317649
2017-06-03,3.94,7.3,244.163,240000.0,222348.5146277319,98294.99146062261,91065.60561089596,97886.06877312048
2017-06-10,3.89,7.3,244.163,240000.0,222348.5146277319,98294.99146062261,91065.60561089596,94913.46602552397
2017-06-17,3.91,7.3,244.163,242500.0,222348.5146277319,99318.89762167077,91065.60561089596,96171.40422423763
2017-06-24,3.9,7.3,244.163,240000.0,222348.5146277319,98294.99146062261,91065.60561089596,95552.17400125794
2017-07-01,3.88,7.3,244.163,249900.0,223056.31771816104,102349.6598583733,91355.49518893569,97388.76377137988
2017-07-08,3.96,7.5,244.243,237800.0,223056.31771816104,97362.05336488661,91325.57236774894,93258.61831274885
2017-07-15,4.03,7.5,244.243,240102.0,223056.31771816104,98304.55734657697,91325.57236774894,94475.03507334994
2017-07-22,3.96,7.5,244.243,240000.0,223056.31771816104,98262.79565842214,91325.57236774894,95285.97958041732
2017-07-29,3.92,7.5,244.243,240500.0,223056.31771816104,98467.50981604385,91325.57236774894,95691.451833951
2017-08-05,3.93,7.5,245.183,239000.0,223832.358864794,97478.21015323249,91291.95697287087,95032.43234499604
2017-08-12,3.9,7.5,245.183,239000.0,223832.358864794,97478.21015323249,91291.95697287087,94021.44902217694
2017-08-19,3.89,7.5,245.183,240000.0,223832.358864794,97886.06877312048,91291.95697287087,96245.61233237897
2017-08-26,3.86,7.5,245.183,239500.0,223832.358864794,97682.13946317649,91291.95697287087,97054.39899063425
2017-09-02,3.82,7.5,245.183,240000.0,224850.5264423295,97886.06877312048,91707.2253958592,96314.8443332459
2017-09-09,3.78,7.5,246.435,233900.0,224850.5264423295,94913.46602552397,91241.31168151012,96809.99172736627
2017-09-16,3.78,7.5,246.435,237000.0,224850.5264423295,96171.40422423763,91241.31168151012,96648.57448396925
2017-09-23,3.83,7.5,246.435,235474.0,224850.5264423295,95552.17400125794,91241.31168151012,99231.25037832165
2017-09-30,3.83,7.5,246.435,240000.0,224850.5264423295,97388.76377137988,91241.31168151012,92866.93494892318
2017-10-07,3.85,6.9,246.626,230000.0,225866.50036680533,93258.61831274885,91582.59890149672,94355.21803628646
2017-10-14,3.91,6.9,246.626,233000.0,225866.50036680533,94475.03507334994,91582.59890149672,94475.0204025842
2017-10-21,3.88,6.9,246.626,235000.0,225866.50036680533,95285.97958041732,91582.59890149672,92651.85351949603
2017-10-28,3.94,6.9,246.626,236000.0,225866.50036680533,95691.451833951,91582.59890149672,94010.96059557647
2017-11-04,3.94,6.9,247.284,235000.0,226947.8195399508,95032.43234499604,91776.1842820202,93088.89147246422
2017-11-11,3.9,6.9,247.284,232500.0,226947.8195399508,94021.44902217694,91776.1842820202,95213.65945180986
2017-11-18,3.95,6.9,247.284,238000.0,226947.8195399508,96245.61233237897,91776.1842820202,95193.61447087264
2017-12-02,3.9,6.9,247.284,240000.0,228233.27536666387,97054.39899063425,92296.01404323122,96561.83763988444
2017-12-09,3.94,6.9,247.805,238673.0,228233.27536666387,96314.8443332459,92101.96540290304,95159.487300716
2017-12-16,3.93,6.9,247.805,239900.0,228233.27536666387,96809.99172736627,92101.96540290304,96161.16611440775
2017-12-23,3.94,6.9,247.805,239500.0,228233.27536666387,96648.57448396925,92101.96540290304,96121.09896186009
2017-12-30,3.99,6.9,247.805,245900.0,228233.27536666387,99231.25037832165,92101.96540290304,100167.88136917475
2018-01-06,3.95,7.0,248.743,231000.0,229323.86050929737,92866.93494892318,92193.09106559677,95943.9687222662
2018-01-13,3.99,7.0,248.743,234702.0,229323.86050929737,94355.21803628646,92193.09106559677,97742.9181358087
2018-01-20,4.04,7.0,248.743,235000.0,229323.86050929737,94475.0204025842,92193.09106559677,97702.94148217441
2018-01-27,4.15,7.0,248.743,230465.0,229323.86050929737,92651.85351949603,92193.09106559677,97942.80140398008
2018-02-03,4.22,7.0,249.439,234500.0,230991.41345763663,94010.96059557647,92604.36958841105,97695.58057094095
2018-02-10,4.32,7.0,249.439,232200.0,230991.41345763663,93088.89147246422,92604.36958841105,97695.58057094095
2018-02-17,4.38,7.0,249.439,237500.0,230991.41345763663,95213.65945180986,92604.36958841105,98891.85298609533
2018-02-24,4.4,7.0,249.439,237450.0,230991.41345763663,95193.61447087264,92604.36958841105,98891.85298609533
2018-03-03,4.43,7.0,249.581,241000.0,232790.1298373849,96561.83763988444,93272.37643786383,101085.01908054503
2018-03-10,4.46,7.0,249.581,237500.0,232790.1298373849,95159.487300716,93272.37643786383,99514.96905837097
2018-03-17,4.44,7.0,249.581,240000.0,232790.1298373849,96161.16611440775,93272.37643786383,101147.66763035704
2018-03-24,4.45,7.0,249.581,239900.0,232790.1298373849,96121.09896186009,93272.37643786383,101506.06487786619
2018-03-31,4.44,7.0,249.581,250000.0,232790.1298373849,100167.88136917475,93272.37643786383,103138.76344985227
2018-04-07,4.4,6.8,250.146,240000.0,234461.9195549617,95943.9687222662,93730.02948476558,99274.63861246285
2018-04-14,4.42,6.8,250.146,244500.0,234461.9195549617,97742.9181358087,93730.02948476558,99473.5857840309
2018-04-21,4.47,6.8,250.146,244400.0,234461.9195549617,97702.94148217441,93730.02948476558,99473.5857840309
2018-04-28,4.58,6.8,250.146,245000.0,234461.9195549617,97942.80140398008,93730.02948476558,99473.5857840309
2018-05-05,4.55,6.8,250.779,245000.0,236001.55369633224,97695.58057094095,94107.38287349907,99265.53829409451
2018-05-12,4.55,6.8,250.779,245000.0,236001.55369633224,97695.58057094095,94107.38287349907,98113.59727347478
2018-05-19,4.61,6.8,250.779,248000.0,236001.55369633224,98891.85298609533,94107.38287349907,99305.26039825381
2018-05-26,4.66,6.8,250.779,248000.0,236001.55369633224,98891.85298609533,94107.38287349907,98510.81831506778
2018-06-02,4.56,6.8,250.779,253500.0,237048.51285390285,101085.01908054503,94524.86566016407,99285.39934617416
2018-06-09,4.54,6.8,251.118,249900.0,237048.51285390285,99514.96905837097,94397.26059219286,95147.85580342454
2018-06-16,4.62,6.8,251.118,254000.0,237048.51285390285,101147.66763035704,94397.26059219286,97090.45785941112
2018-06-23,4.57,6.8,251.118,254900.0,237048.51285390285,101506.06487786619,94397.26059219286,96769.33384607456
2018-06-30,4.55,6.8,251.118,259000.0,237048.51285390285,103138.76344985227,94397.26059219286,98081.58135736345
2018-07-07,4.52,7.1,251.323,249500.0,237662.43031509468,99274.63861246285,94564.53659835935,94517.9584120983
2018-07-14,4.53,7.1,251.323,250000.0,237662.43031509468,99473.5857840309,94564.53659835935,94913.43104143762
2018-07-21,4.52,7.1,251.323,250000.0,237662.43031509468,99473.5857840309,94564.53659835935,96890.79418813424
2018-07-28,4.54,7.1,251.323,250000.0,237662.43031509468,99473.5857840309,94564.53659835935,96099.84892945559
2018-08-04,4.6,7.1,251.749,249900.0,238283.82254094136,99265.53829409451,94651.34818447793,96969.40911987398
2018-08-11,4.59,7.1,251.749,247000.0,238283.82254094136,98113.59727347478,94651.34818447793,95782.02860003879
2018-08-18,4.53,7.1,251.749,250000.0,238283.82254094136,99305.26039825381,94651.34818447793,97958.89288640331
2018-08-25,4.51,7.1,251.749,248000.0,238283.82254094136,98510.81831506778,94651.34818447793,98948.37665293264
2018-09-01,4.52,7.1,251.749,249950.0,238848.30412240885,99285.39934617416,94875.57214622853,96970.5128865061
2018-09-08,4.54,7.1,252.239,240000.0,238848.30412240885,95147.85580342454,94691.26666471436,98158.3917703751
2018-09-15,4.6,7.1,252.239,244900.0,238848.30412240885,97090.45785941112,94691.26666471436,97802.0281052144
2018-09-22,4.65,7.1,252.239,244090.0,238848.30412240885,96769.33384607456,94691.26666471436,98989.90698908339
