,interest,vacancy,cpi,price,value,adj_price,adj_value,next_quarter
2018-09-29,4.72,7.1,252.239,247400.0,238848.30412240885,98081.58135736345,94691.26666471436,97041.23262169762
2018-10-06,4.71,6.6,252.862,239000.0,239385.1048591637,94517.9584120983,94670.25684332312,95852.97263041153
2018-10-13,4.9,6.6,252.862,240000.0,239385.1048591637,94913.43104143762,94670.25684332312,95595.51629896622
2018-10-20,4.85,6.6,252.862,245000.0,239385.1048591637,96890.79418813424,94670.25684332312,95060.79930288748
2018-10-27,4.86,6.6,252.862,243000.0,239385.1048591637,96099.84892945559,94670.25684332312,97437.31928545966
2018-11-03,4.83,6.6,252.657,245000.0,240118.6607750941,96969.40911987398,95037.40675108708,92835.8385841547
2018-11-10,4.94,6.6,252.657,242000.0,240118.6607750941,95782.02860003879,95037.40675108708,94811.0691923282
2018-11-17,4.94,6.6,252.657,247500.0,240118.6607750941,97958.89288640331,95037.40675108708,96277.87544195785
2018-12-01,4.81,6.6,252.657,250000.0,240983.4949838773,98948.37665293264,95379.70251521916,98761.53040867521
2018-12-08,4.75,6.6,252.551,244900.0,240983.4949838773,96970.5128865061,95419.73501743303,96353.13226335475
2018-12-15,4.63,6.6,252.551,247900.0,240983.4949838773,98158.3917703751,95419.73501743303,97532.96653596725
2018-12-22,4.62,6.6,252.551,247000.0,240983.4949838773,97802.0281052144,95419.73501743303,97532.96653596725
2018-12-29,4.55,6.6,252.551,250000.0,240983.4949838773,98989.90698908339,95419.73501743303,100285.9131720631
2019-01-05,4.51,7.0,252.47,245000.0,241814.3947576175,97041.23262169762,95779.4568691795,97584.68116458891
2019-01-12,4.45,7.0,252.47,242000.0,241814.3947576175,95852.97263041153,95779.4568691795,97976.5875146475
2019-01-19,4.45,7.0,252.47,241350.0,241814.3947576175,95595.51629896622,95779.4568691795,99936.11926494044
2019-01-26,4.45,7.0,252.47,240000.0,241814.3947576175,95060.79930288748,95779.4568691795,98760.40021476467
2019-02-02,4.46,7.0,252.47,246000.0,242800.50999954384,97437.31928545966,96170.04396543899,101047.6843239009
2019-02-09,4.41,7.0,253.135,235000.0,242800.50999954384,92835.8385841547,95917.3998062472,99872.71125036718
2019-02-16,4.37,7.0,253.135,240000.0,242800.50999954384,94811.0691923282,95917.3998062472,101243.51316948987
2019-02-23,4.35,7.0,253.135,243713.0,242800.50999954384,96277.87544195785,95917.3998062472,101830.99970625674
2019-03-02,4.35,7.0,253.135,250000.0,243952.74670373093,98761.53040867521,96372.58644744146,104572.60354450211
2019-03-09,4.41,7.0,254.273,245000.0,243952.74670373093,96353.13226335475,95941.27048633985,101816.64388845595
2019-03-16,4.31,7.0,254.273,248000.0,243952.74670373093,97532.96653596725,95941.27048633985,103774.65627092627
2019-03-23,4.28,7.0,254.273,248000.0,243952.74670373093,97532.96653596725,95941.27048633985,103774.65627092627
2019-03-30,4.06,7.0,254.273,255000.0,243952.74670373093,100285.9131720631,95941.27048633985,105732.66865339655
2019-04-06,4.08,6.8,255.163,249000.0,245112.69866031452,97584.68116458891,96061.2230849749,101602.1883548261
2019-04-13,4.12,6.8,255.163,250000.0,245112.69866031452,97976.5875146475,96061.2230849749,103516.99882766706
2019-04-20,4.17,6.8,255.163,255000.0,245112.69866031452,99936.11926494044,96061.2230849749,102383.74364986322
2019-04-27,4.2,6.8,255.163,252000.0,245112.69866031452,98760.40021476467,96061.2230849749,103131.0138614016
2019-05-04,4.14,6.8,255.325,258000.0,246222.83334095552,101047.6843239009,96435.06642160208,101101.1831570894
2019-05-11,4.1,6.8,255.325,255000.0,246222.83334095552,99872.71125036718,96435.06642160208,102002.50606021572
2019-05-18,4.07,6.8,255.325,258500.0,246222.83334095552,101243.51316948987,96435.06642160208,101491.53521561097
2019-05-25,4.06,6.8,255.325,260000.0,246222.83334095552,101830.99970625674,96435.06642160208,103441.34374792626
2019-06-01,3.99,6.8,255.325,267000.0,246903.64821117936,104572.60354450211,96701.71280179355,99378.01056914372
2019-06-08,3.82,6.8,255.361,260000.0,246903.64821117936,101816.64388845595,96688.08009491635,100880.37225833606
2019-06-15,3.82,6.8,255.361,265000.0,246903.64821117936,103774.65627092627,96688.08009491635,100547.16363466304
2019-06-22,3.84,6.8,255.361,265000.0,246903.64821117936,103774.65627092627,96688.08009491635,101326.59901167595
2019-06-29,3.73,6.8,255.361,270000.0,246903.64821117936,105732.66865339655,96688.08009491635,100884.16470725404
2019-07-13,3.75,6.8,255.9,260000.0,247214.0132690049,101602.1883548261,96605.71053888429,100464.42937370046
2019-07-20,3.81,6.8,255.9,264900.0,247214.0132690049,103516.99882766706,96605.71053888429,100727.1526009988
2019-07-27,3.75,6.8,255.9,262000.0,247214.0132690049,102383.74364986322,96605.71053888429,100658.75128738268
2019-08-03,3.75,6.8,256.179,264200.0,247587.1270504827,103131.0138614016,96646.14470760005,101941.27591768523
2019-08-10,3.6,6.8,256.179,259000.0,247587.1270504827,101101.1831570894,96646.14470760005,99158.61095163468
2019-08-17,3.6,6.8,256.179,261309.0,247587.1270504827,102002.50606021572,96646.14470760005,101633.90072462644
2019-08-24,3.55,6.8,256.179,260000.0,247587.1270504827,101491.53521561097,96646.14470760005,102409.73202786785
2019-08-31,3.58,6.8,256.179,264995.0,247587.1270504827,103441.34374792626,96646.14470760005,101446.97459566411
2019-09-07,3.49,6.8,256.596,255000.0,248045.60200980768,99378.01056914372,96667.75865945208,102608.5811750038
2019-09-14,3.56,6.8,256.596,258855.0,248045.60200980768,100880.37225833606,96667.75865945208,103770.18775434344
2019-09-21,3.73,6.8,256.596,258000.0,248045.60200980768,100547.16363466304,96667.75865945208,102608.5811750038
2019-09-28,3.64,6.8,256.596,260000.0,248045.60200980768,101326.59901167595,96667.75865945208,101475.94343634268
2019-10-05,3.65,6.4,257.305,259580.0,248523.27343981407,100884.16470725404,96587.03617878162,98847.23328256313
2019-10-12,3.57,6.4,257.305,258500.0,248523.27343981407,100464.42937370046,96587.03617878162,100470.84837754462
2019-10-19,3.69,6.4,257.305,259176.0,248523.27343981407,100727.1526009988,96587.03617878162,97416.90569888898
2019-10-26,3.75,6.4,257.305,259000.0,248523.27343981407,100658.75128738268,96587.03617878162,100509.50587980609
2019-11-02,3.78,6.4,257.305,262300.0,249024.92070198152,101941.27591768523,96781.99829073726,98452.93756539398
2019-11-09,3.69,6.4,257.788,255619.0,249024.92070198152,99158.61095163468,96600.66438390518,101964.42567189304
2019-11-16,3.75,6.4,257.788,262000.0,249024.92070198152,101633.90072462644,96600.66438390518,100383.38732157818
2019-11-23,3.66,6.4,257.788,264000.0,249024.92070198152,102409.73202786785,96600.66438390518,103858.19688270974
2019-12-07,3.68,6.4,258.263,262000.0,249940.9611716492,101446.97459566411,96777.68831448919,101950.69044990606
2019-12-14,3.73,6.4,258.263,265000.0,249940.9611716492,102608.5811750038,96777.68831448919,102823.77549241763
2019-12-21,3.73,6.4,258.263,268000.0,249940.9611716492,103770.18775434344,96777.68831448919,104545.54257935815
2019-12-28,3.74,6.4,258.263,265000.0,249940.9611716492,102608.5811750038,96777.68831448919,106521.02337652275
2020-01-04,3.72,6.6,258.682,262500.0,251097.16306695904,101475.94343634268,97067.89149108133,106589.76781962875
2020-01-11,3.64,6.6,258.682,255700.0,251097.16306695904,98847.23328256313,97067.89149108133,105820.51902816934
2020-01-18,3.65,6.6,258.682,259900.0,251097.16306695904,100470.84837754462,97067.89149108133,105390.98924613617
2020-01-25,3.6,6.6,258.682,252000.0,251097.16306695904,97416.90569888898,97067.89149108133,105039.55578810905
2020-02-01,3.51,6.6,258.682,260000.0,252548.0339730164,100509.50587980609,97628.76194440138,105390.98924613617
2020-02-08,3.45,6.6,259.007,255000.0,252548.0339730164,98452.93756539398,97506.2581216015,101780.07689182009
2020-02-15,3.47,6.6,259.007,264095.0,252548.0339730164,101964.42567189304,97506.2581216015,103147.56352952209
2020-02-22,3.49,6.6,259.007,260000.0,252548.0339730164,100383.38732157818,97506.2581216015,103538.27399743695
2020-02-29,3.45,6.6,259.007,269000.0,252548.0339730164,103858.19688270974,97506.2581216015,107406.30762979401
2020-03-07,3.29,6.6,258.165,263201.0,254548.87954177483,101950.69044990606,98599.29872049845,103803.4033520335
2020-03-14,3.36,6.6,258.165,265455.0,254548.87954177483,102823.77549241763,98599.29872049845,104542.07925603673
2020-03-21,3.65,6.6,258.165,269900.0,254548.87954177483,104545.54257935815,98599.29872049845,106913.61768467871
2020-03-28,3.5,6.6,258.165,275000.0,254548.87954177483,106521.02337652275,98599.29872049845,108468.7248510013
2020-04-04,3.33,5.7,256.094,272970.0,256082.15431655568,106589.76781962875,99995.3744783383,110233.11402745385
2020-04-11,3.33,5.7,256.094,271000.0,256082.15431655568,105820.51902816934,99995.3744783383,107912.41689003377
2020-04-18,3.31,5.7,256.094,269900.0,256082.15431655568,105390.98924613617,99995.3744783383,110233.11402745385
2020-04-25,3.33,5.7,256.094,269000.0,256082.15431655568,105039.55578810905,99995.3744783383,110194.43574183017
2020-05-02,3.23,5.7,256.094,269900.0,256484.02654397424,105390.98924613617,100152.29819674582,112167.02830863724
2020-05-09,3.26,5.7,255.944,260500.0,256484.02654397424,101780.07689182009,100210.99402368262,109022.26673857772
2020-05-16,3.28,5.7,255.944,264000.0,256484.02654397424,103147.56352952209,100210.99402368262,110139.45604437937
2020-05-23,3.24,5.7,255.944,265000.0,256484.02654397424,103538.27399743695,100210.99402368262,110948.45519685646
2020-05-30,3.15,5.7,255.944,274900.0,256484.02654397424,107406.30762979401,100210.99402368262,111911.54942599585
2020-06-06,3.18,5.7,257.217,267000.0,257556.85714575683,103803.4033520335,100132.1285707231,110688.34313386372
2020-06-13,3.21,5.7,257.217,268900.0,257556.85714575683,104542.07925603673,100132.1285707231,111418.5787309274
2020-06-20,3.13,5.7,257.217,275000.0,257556.85714575683,106913.61768467871,100132.1285707231,112335.60090702947
2020-06-27,3.13,5.7,257.217,279000.0,257556.85714575683,108468.7248510013,100132.1285707231,111457.01218340444
2020-07-04,3.07,6.4,258.543,285000.0,259542.82139580583,110233.11402745385,100386.71377519633,112347.8982300885
2020-07-11,3.03,6.4,258.543,279000.0,259542.82139580583,107912.41689003377,100386.71377519633,110619.46902654867
2020-07-18,2.98,6.4,258.543,285000.0,259542.82139580583,110233.11402745385,100386.71377519633,112731.99360865292
2020-07-25,3.01,6.4,258.543,284900.0,259542.82139580583,110194.43574183017,100386.71377519633,112539.94591937072
2020-08-01,2.99,6.4,258.543,290000.0,261806.2793348352,112167.02830863724,101262.1805018257,114844.51819075714
2020-08-08,2.88,6.4,259.58,283000.0,261806.2793348352,109022.26673857772,100857.64671193283,111230.012158591
2020-08-15,2.96,6.4,259.58,285900.0,261806.2793348352,110139.45604437937,100857.64671193283,113147.77098891152
2020-08-22,2.99,6.4,259.58,288000.0,261806.2793348352,110948.45519685646,100857.64671193283,113914.87452103972
2020-08-29,2.91,6.4,259.58,290500.0,261806.2793348352,111911.54942599585,100857.64671193283,112783.10470859903
2020-09-05,2.93,6.4,260.19,288000.0,264354.3949518218,110688.34313386372,101600.52075476454,111636.15788105396
2020-09-12,2.86,6.4,260.19,289900.0,264354.3949518218,111418.5787309274,101600.52075476454,112783.10470859903
2020-09-19,2.87,6.4,260.19,292286.0,264354.3949518218,112335.60090702947,101600.52075476454,112783.10470859903
2020-09-26,2.9,6.4,260.19,290000.0,264354.3949518218,111457.01218340444,101600.52075476454,110871.52666269058
2020-10-03,2.88,6.5,260.352,292500.0,267300.7676517395,112347.8982300885,102668.98954175097,109267.73455377575
2020-10-10,2.87,6.5,260.352,288000.0,267300.7676517395,110619.46902654867,102668.98954175097,110602.59344012204
2020-10-17,2.81,6.5,260.352,293500.0,267300.7676517395,112731.99360865292,102668.98954175097,108695.65217391305
2020-10-24,2.8,6.5,260.352,293000.0,267300.7676517395,112539.94591937072,102668.98954175097,110221.20518688025
2020-10-31,2.81,6.5,260.352,299000.0,267300.7676517395,114844.51819075714,102668.98954175097,108222.64245517303
2020-11-07,2.78,6.5,260.721,290000.0,270261.0253627598,111230.012158591,103659.0935761829,110083.31244826198
2020-11-14,2.84,6.5,260.721,295000.0,270261.0253627598,113147.77098891152,103659.0935761829,113918.5710054453
2020-11-21,2.72,6.5,260.721,297000.0,270261.0253627598,113914.87452103972,103659.0935761829,113918.5710054453
2020-12-05,2.71,6.5,261.564,295000.0,273018.0735227365,112783.10470859903,104379.07109645687,113195.58688138612
2020-12-12,2.71,6.5,261.564,292000.0,273018.0735227365,111636.15788105396,104379.07109645687,113195.58688138612
2020-12-19,2.67,6.5,261.564,295000.0,273018.0735227365,112783.10470859903,104379.07109645687,115082.1799960759
2020-12-26,2.66,6.5,261.564,295000.0,273018.0735227365,112783.10470859903,104379.07109645687,116214.13586488974
2021-01-02,2.67,6.5,261.564,290000.0,276717.47323882766,110871.52666269058,105793.40935252084,119971.73139577171
2021-01-09,2.65,6.8,262.2,286500.0,276717.47323882766,109267.73455377575,105536.79376004107,116223.70438688247
2021-01-16,2.79,6.8,262.2,290000.0,276717.47323882766,110602.59344012204,105536.79376004107,118098.28026409025
2021-01-23,2.77,6.8,262.2,285000.0,276717.47323882766,108695.65217391305,105536.79376004107,118098.28026409025
2021-01-30,2.73,6.8,262.2,289000.0,276717.47323882766,110221.20518688025,105536.79376004107,119972.85614129805
2021-02-06,2.73,6.8,263.346,285000.0,280537.96893513924,108222.64245517303,106528.2817795369,118019.79903126966
2021-02-13,2.73,6.8,263.346,289900.0,280537.96893513924,110083.31244826198,106528.2817795369,119881.31005699947
2021-02-20,2.81,6.8,263.346,300000.0,280537.96893513924,113918.5710054453,106528.2817795369,120998.21667243737
2021-02-27,2.97,6.8,263.346,300000.0,280537.96893513924,113918.5710054453,106528.2817795369,120998.21667243737
2021-03-06,3.02,6.8,265.028,300000.0,284857.48387976986,113195.58688138612,107482.0335510851,119946.11651381226
2021-03-13,3.05,6.8,265.028,300000.0,284857.48387976986,113195.58688138612,107482.0335510851,119946.11651381226
2021-03-20,3.09,6.8,265.028,305000.0,284857.48387976986,115082.1799960759,107482.0335510851,121791.44138325553
2021-03-27,3.17,6.8,265.028,308000.0,284857.48387976986,116214.13586488974,107482.0335510851,121745.30826151944
2021-04-03,3.18,6.2,266.727,319997.0,289760.8774656654,119971.73139577171,108635.75021113927,123078.50571672102
2021-04-10,3.13,6.2,266.727,310000.0,289760.8774656654,116223.70438688247,108635.75021113927,121241.51309408339
2021-04-17,3.04,6.2,266.727,315000.0,289760.8774656654,118098.28026409025,108635.75021113927,121608.91161861093
2021-04-24,2.97,6.2,266.727,315000.0,289760.8774656654,118098.28026409025,108635.75021113927,121241.51309408339
2021-05-01,2.98,6.2,266.727,320000.0,296300.0584156483,119972.85614129805,111087.38838424618,121608.91161861093
2021-05-08,2.96,6.2,268.599,317000.0,296300.0584156483,118019.79903126966,110313.16513302295,119922.95636635274
2021-05-15,2.94,6.2,268.599,322000.0,296300.0584156483,119881.31005699947,110313.16513302295,120838.03260439706
2021-05-22,3.0,6.2,268.599,325000.0,296300.0584156483,120998.21667243737,110313.16513302295,120838.39878136307
2021-05-29,2.95,6.2,268.599,325000.0,296300.0584156483,120998.21667243737,110313.16513302295,120106.04484935479
2021-06-05,2.99,6.2,270.955,325000.0,302674.29453889537,119946.11651381226,111706.48061076393,120343.96493249797
2021-06-12,2.96,6.2,270.955,325000.0,302674.29453889537,119946.11651381226,111706.48061076393,120343.96493249797
2021-06-19,2.93,6.2,270.955,330000.0,302674.29453889537,121791.44138325553,111706.48061076393,120343.96493249797
2021-06-26,3.02,6.2,270.955,329875.0,302674.29453889537,121745.30826151944,111706.48061076393,118520.57152442983
2021-07-03,2.98,5.8,272.184,335000.0,307751.78037229244,123078.50571672102,113067.55002949931,120343.96493249797
2021-07-10,2.9,5.8,272.184,330000.0,307751.78037229244,121241.51309408339,113067.55002949931,117827.83180881449
2021-07-17,2.88,5.8,272.184,331000.0,307751.78037229244,121608.91161861093,113067.55002949931,119310.17028815215
2021-07-24,2.78,5.8,272.184,330000.0,307751.78037229244,121241.51309408339,113067.55002949931,119310.17028815215
2021-07-31,2.8,5.8,272.184,331000.0,307751.78037229244,121608.91161861093,113067.55002949931,120214.03521457755
2021-08-07,2.77,5.8,273.092,327500.0,311887.86389911553,119922.95636635274,114206.15173608731,117584.12201461992
2021-08-14,2.87,5.8,273.092,329999.0,311887.86389911553,120838.03260439706,114206.15173608731,120276.8881676265
2021-08-21,2.86,5.8,273.092,330000.0,311887.86389911553,120838.39878136307,114206.15173608731,120659.98871936201
2021-08-28,2.87,5.8,273.092,328000.0,311887.86389911553,120106.04484935479,114206.15173608731,118975.03266387268
2021-09-04,2.87,5.8,274.214,330000.0,315278.34010161745,120343.96493249797,114975.28940959157,119946.02428906992
2021-09-11,2.88,5.8,274.214,330000.0,315278.34010161745,120343.96493249797,114975.28940959157,118339.60432091274
2021-09-18,2.86,5.8,274.214,330000.0,315278.34010161745,120343.96493249797,114975.28940959157,117804.13099819368
2021-09-25,2.88,5.8,274.214,325000.0,315278.34010161745,118520.57152442983,114975.28940959157,116694.39192999755
2021-10-02,3.01,5.8,274.214,330000.0,318648.55731884827,120343.96493249797,116204.33578112288,117049.08613039268
2021-10-09,2.99,5.6,276.59,325900.0,318648.55731884827,117827.83180881449,115206.10192662364,115275.61512841703
2021-10-16,3.05,5.6,276.59,330000.0,318648.55731884827,119310.17028815215,115206.10192662364,115275.61512841703
2021-10-23,3.09,5.6,276.59,330000.0,318648.55731884827,119310.17028815215,115206.10192662364,116474.65356708024
2021-10-30,3.14,5.6,276.59,332500.0,318648.55731884827,120214.03521457755,115206.10192662364,115067.10488349014
2021-11-06,3.09,5.6,278.524,327500.0,322227.2760096188,117584.12201461992,115691.0269885607,120345.41244695299
2021-11-20,3.1,5.6,278.524,335000.0,322227.2760096188,120276.8881676265,115691.0269885607,121401.07395964558
2021-12-04,3.11,5.6,280.126,338000.0,327377.25088747,120659.98871936201,116867.85621023041,121651.1184951409
2021-12-11,3.1,5.6,280.126,333280.0,327377.25088747,118975.03266387268,116867.85621023041,121651.1184951409
2021-12-18,3.12,5.6,280.126,336000.0,327377.25088747,119946.02428906992,116867.85621023041,121651.1184951409
2021-12-25,3.05,5.6,280.126,331500.0,327377.25088747,118339.60432091274,116867.85621023041,123388.99161650006
2022-01-01,3.11,5.6,280.126,330000.0,332206.7901401756,117804.13099819368,118591.915830796,125126.8647378592
2022-01-08,3.22,5.8,281.933,329000.0,332206.7901401756,116694.39192999755,117831.82179460213,126445.024128482
2022-01-15,3.45,5.8,281.933,330000.0,332206.7901401756,117049.08613039268,117831.82179460213,127830.7230230407
2022-01-22,3.56,5.8,281.933,325000.0,332206.7901401756,115275.61512841703,117831.82179460213,126445.024128482
2022-01-29,3.55,5.8,281.933,325000.0,332206.7901401756,115275.61512841703,117831.82179460213,128177.14774668039
2022-02-05,3.55,5.8,284.182,331000.0,338002.7476856817,116474.65356708024,118938.83063870393,126906.6880750942
2022-02-12,3.69,5.8,284.182,327000.0,338002.7476856817,115067.10488349014,118938.83063870393,126940.99645251379
2022-02-19,3.92,5.8,284.182,342000.0,338002.7476856817,120345.41244695299,118938.83063870393,126940.99645251379
2022-02-26,3.89,5.8,284.182,345000.0,338002.7476856817,121401.07395964558,118938.83063870393,128656.41532349371
2022-03-05,3.76,5.8,287.708,350000.0,344042.4331112295,121651.1184951409,119580.41942220218,126977.46234694985
2022-03-12,3.85,5.8,287.708,350000.0,344042.4331112295,121651.1184951409,119580.41942220218,125284.42951565719
2022-03-19,4.16,5.8,287.708,350000.0,344042.4331112295,121651.1184951409,119580.41942220218,126977.46234694985
2022-03-26,4.42,5.8,287.708,355000.0,344042.4331112295,123388.99161650006,119580.41942220218,125284.42951565719
2022-04-02,4.67,5.8,287.708,360000.0,350515.8417890226,125126.8647378592,121830.41201114413,125284.42951565719
2022-04-09,4.72,5.6,288.663,365000.0,350515.8417890226,126445.024128482,121427.3536230908,122768.57530878413
